class,skillId,skillName,placeholderKey,placeholderType,level,value,ratio
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,2,112,1.4359
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,3,145,1.2946
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,4,195,1.3448
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,5,257,1.3179
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,6,332,1.2918
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,7,394,1.1867
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,8,456,1.1574
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,9,519,1.1382
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,10,581,1.1195
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,11,655,1.1274
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,12,718,1.0962
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,13,763,1.0627
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,14,797,1.0446
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,15,842,1.0565
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,16,888,1.0546
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,17,933,1.0507
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,18,979,1.0493
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,19,1012,1.0337
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,20,1046,1.0336
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,21,1079,1.0315
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,22,1112,1.0306
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,23,1146,1.0306
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,24,1179,1.0288
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,25,1213,1.0288
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,26,1246,1.0272
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,27,1280,1.0273
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,28,1313,1.0258
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,29,1346,1.0251
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMaxDmgsum},damage,30,1380,1.0253
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,1,78,1.0000
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,2,112,1.4359
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,3,145,1.2946
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,4,195,1.3448
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,5,257,1.3179
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,6,332,1.2918
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,7,394,1.1867
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,8,456,1.1574
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,9,519,1.1382
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,10,581,1.1195
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,11,655,1.1274
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,12,718,1.0962
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,13,763,1.0627
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,14,797,1.0446
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,15,842,1.0565
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,16,888,1.0546
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,17,933,1.0507
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,18,979,1.0493
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,19,1012,1.0337
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,20,1046,1.0336
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,21,1079,1.0315
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,22,1112,1.0306
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,23,1146,1.0306
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,24,1179,1.0288
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,25,1213,1.0288
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,26,1246,1.0272
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,27,1280,1.0273
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,28,1313,1.0258
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,29,1346,1.0251
ranger,14050000,"Drill Dart",{se_dmg:1405000011:SkillUIMinDmgsum},damage,30,1380,1.0253
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,1,333,1.0000
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,2,439,1.3183
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,3,566,1.2893
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,4,672,1.1873
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,5,778,1.1577
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,6,884,1.1362
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,7,990,1.1199
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,8,1117,1.1283
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,9,1223,1.0949
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,10,1300,1.0630
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,11,1357,1.0438
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,12,1435,1.0575
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,13,1513,1.0544
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,14,1590,1.0509
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,15,1668,1.0491
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,16,1725,1.0342
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,17,1782,1.0330
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,18,1839,1.0320
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,19,1896,1.0310
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,20,1953,1.0301
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,21,2009,1.0287
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,22,2066,1.0284
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,23,2123,1.0276
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,24,2180,1.0268
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,25,2237,1.0261
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,26,2294,1.0255
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,27,2351,1.0248
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,28,2408,1.0242
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,29,2465,1.0237
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMaxDmgsum},damage,30,2522,1.0231
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,1,333,1.0000
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,2,439,1.3183
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,3,566,1.2893
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,4,672,1.1873
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,5,778,1.1577
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,6,884,1.1362
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,7,990,1.1199
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,8,1117,1.1283
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,9,1223,1.0949
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,10,1300,1.0630
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,11,1357,1.0438
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,12,1435,1.0575
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,13,1513,1.0544
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,14,1590,1.0509
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,15,1668,1.0491
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,16,1725,1.0342
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,17,1782,1.0330
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,18,1839,1.0320
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,19,1896,1.0310
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,20,1953,1.0301
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,21,2009,1.0287
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,22,2066,1.0284
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,23,2123,1.0276
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,24,2180,1.0268
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,25,2237,1.0261
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,26,2294,1.0255
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,27,2351,1.0248
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,28,2408,1.0242
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,29,2465,1.0237
ranger,14070000,"Suppressing Arrow",{se_dmg:1407000011:SkillUIMinDmgsum},damage,30,2522,1.0231
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,1,340,1.0000
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,2,448,1.3176
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,3,578,1.2902
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,4,686,1.1869
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,5,795,1.1589
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,6,903,1.1358
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,7,1012,1.1207
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,8,1141,1.1275
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,9,1249,1.0947
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,10,1329,1.0641
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,11,1387,1.0436
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,12,1466,1.0570
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,13,1546,1.0546
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,14,1625,1.0511
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,15,1704,1.0486
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,16,1762,1.0340
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,17,1821,1.0335
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,18,1879,1.0319
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,19,1937,1.0309
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,20,1995,1.0299
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,21,2053,1.0291
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,22,2111,1.0283
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,23,2169,1.0275
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,24,2228,1.0272
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,25,2286,1.0260
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,26,2344,1.0254
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,27,2402,1.0247
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,28,2460,1.0241
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,29,2518,1.0236
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMaxDmgsum},damage,30,2577,1.0234
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,1,340,1.0000
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,2,448,1.3176
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,3,578,1.2902
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,4,686,1.1869
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,5,795,1.1589
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,6,903,1.1358
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,7,1012,1.1207
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,8,1141,1.1275
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,9,1249,1.0947
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,10,1329,1.0641
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,11,1387,1.0436
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,12,1466,1.0570
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,13,1546,1.0546
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,14,1625,1.0511
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,15,1704,1.0486
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,16,1762,1.0340
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,17,1821,1.0335
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,18,1879,1.0319
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,19,1937,1.0309
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,20,1995,1.0299
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,21,2053,1.0291
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,22,2111,1.0283
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,23,2169,1.0275
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,24,2228,1.0272
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,25,2286,1.0260
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,26,2344,1.0254
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,27,2402,1.0247
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,28,2460,1.0241
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,29,2518,1.0236
ranger,14080000,"Burst Arrow",{se_dmg:1408000011:SkillUIMinDmgsum},damage,30,2577,1.0234
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,1,106,1.0000
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,2,152,1.4340
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,3,197,1.2961
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,4,265,1.3452
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,5,350,1.3208
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,6,451,1.2886
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,7,535,1.1863
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,8,620,1.1589
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,9,704,1.1355
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,10,789,1.1207
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,11,890,1.1280
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,12,975,1.0955
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,13,1037,1.0636
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,14,1082,1.0434
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,15,1144,1.0573
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,16,1206,1.0542
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,17,1268,1.0514
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,18,1329,1.0481
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,19,1375,1.0346
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,20,1420,1.0327
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,21,1466,1.0324
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,22,1511,1.0307
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,23,1556,1.0298
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,24,1602,1.0296
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,25,1647,1.0281
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,26,1692,1.0273
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,27,1738,1.0272
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,28,1783,1.0259
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,29,1829,1.0258
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMaxDmgsum},damage,30,1874,1.0246
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,1,106,1.0000
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,2,152,1.4340
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,3,197,1.2961
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,4,265,1.3452
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,5,350,1.3208
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,6,451,1.2886
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,7,535,1.1863
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,8,620,1.1589
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,9,704,1.1355
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,10,789,1.1207
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,11,890,1.1280
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,12,975,1.0955
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,13,1037,1.0636
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,14,1082,1.0434
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,15,1144,1.0573
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,16,1206,1.0542
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,17,1268,1.0514
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,18,1329,1.0481
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,19,1375,1.0346
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,20,1420,1.0327
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,21,1466,1.0324
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,22,1511,1.0307
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,23,1556,1.0298
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,24,1602,1.0296
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,25,1647,1.0281
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,26,1692,1.0273
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,27,1738,1.0272
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,28,1783,1.0259
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,29,1829,1.0258
ranger,14090000,"Marking Shot",{se_dmg:1409001021:SkillUIMinDmgsum},damage,30,1874,1.0246
ranger,14110000,"Gale Arrow",{se_dmg:1411000011:SkillUIMinDmgsum},damage,1,269,1.0000
ranger,14110000,"Gale Arrow",{se_dmg:1411000011:SkillUIMinDmgsum},damage,2,362,1.3457
ranger,14110000,"Gale Arrow",{se_dmg:1411000011:SkillUIMinDmgsum},damage,3,477,1.3177
ranger,14110000,"Gale Arrow",{se_dmg:1411000011:SkillUIMinDmgsum},damage,4,615,1.2893
ranger,14110000,"Gale Arrow",{se_dmg:1411000011:SkillUIMinDmgsum},damage,5,730,1.1870
ranger,14110000,"Gale Arrow",{se_dmg:1411000011:SkillUIMinDmgsum},damage,6,846,1.1589
ranger,14110000,"Gale Arrow",{se_dmg:1411000011:SkillUIMinDmgsum},damage,7,961,1.1359
ranger,14110000,"Gale Arrow",{se_dmg:1411000011:SkillUIMinDmgsum},damage,8,1076,1.1197
ranger,14110000,"Gale Arrow",{se_dmg:1411000011:SkillUIMinDmgsum},damage,9,1214,1.1283
ranger,14110000,"Gale Arrow",{se_dmg:1411000011:SkillUIMinDmgsum},damage,10,1329,1.0947
ranger,14110000,"Gale Arrow",{se_dmg:1411000011:SkillUIMinDmgsum},damage,11,1414,1.0640
ranger,14110000,"Gale Arrow",{se_dmg:1411000011:SkillUIMinDmgsum},damage,12,1476,1.0438
ranger,14110000,"Gale Arrow",{se_dmg:1411000011:SkillUIMinDmgsum},damage,13,1560,1.0569
ranger,14110000,"Gale Arrow",{se_dmg:1411000011:SkillUIMinDmgsum},damage,14,1644,1.0538
